id,features
190,"[1.4905561208724976, 0.5758722424507141, 0.7391224503517151, 0.14911368489265442, -0.5903239250183105, -0.31083714962005615, -0.4322710633277893, -0.5261059403419495, -0.6851947903633118, -0.4679822027683258]"
200,"[1.0077611207962036, -0.02383342757821083, -0.8275061845779419, -0.451370507478714, -1.3777066469192505, -0.5374127626419067, 0.679925262928009, -0.02760729007422924, -0.9441657066345215, 0.3180336356163025]"
210,"[0.8615845441818237, 0.4699260890483856, -1.0441627502441406, 0.8788753151893616, -0.1613861620426178, -0.04132623225450516, -0.44130298495292664, -0.3599834740161896, -0.17067566514015198, -0.7361255288124084]"
220,"[0.5875422954559326, 0.44195446372032166, 0.037271298468112946, 1.0202140808105469, 0.27545613050460815, -1.0250558853149414, -0.0011589176720008254, 0.4976148009300232, -0.773730993270874, -0.6353657245635986]"
230,"[0.7640341520309448, 0.7324013710021973, -0.10573713481426239, -0.4779028296470642, -0.4425385296344757, -0.4146879017353058, -0.6598833799362183, -0.3293895721435547, -0.3675701916217804, 0.3860805034637451]"
240,"[0.20025107264518738, -0.007111674174666405, -1.4248480796813965, -1.3632091283798218, 0.346589595079422, -0.5889666676521301, 0.16917499899864197, -0.5387910604476929, -0.9727945327758789, -1.006970763206482]"
250,"[-0.302484929561615, 0.11781178414821625, -0.43535152077674866, 0.2753400504589081, -1.8658546209335327, 0.47458145022392273, 0.666932225227356, -0.7971290349960327, 0.6015893220901489, -0.5710294246673584]"
260,"[-0.22481268644332886, 1.1871328353881836, -0.591228187084198, 0.48439180850982666, -0.196449875831604, 0.02990150824189186, -0.36944812536239624, -0.2640942633152008, -0.4622957706451416, -0.4606650769710541]"
270,"[-0.16246481239795685, 0.36274492740631104, -0.0457414872944355, 0.005094880238175392, -1.4185682535171509, 0.41995319724082947, -0.30460643768310547, -0.7695536017417908, 0.30147141218185425, 0.580512285232544]"
280,"[0.17993764579296112, 0.6782227754592896, -0.6437824368476868, -0.25532767176628113, -0.8707419037818909, 0.027954932302236557, -0.09212100505828857, -0.5557510852813721, 0.32521653175354004, -0.06629928201436996]"
290,"[0.33883896470069885, 1.3583108186721802, -0.010746858082711697, -0.6388533115386963, -0.031119564548134804, -0.0218222476541996, -0.5186368227005005, -0.06425654888153076, 0.04970550909638405, 0.016951529309153557]"
300,"[0.20021460950374603, 1.1943225860595703, 0.16878920793533325, -0.05527615547180176, -0.38406917452812195, -0.005198989063501358, -0.41357988119125366, -0.3806212246417999, -0.02597747929394245, 0.16885147988796234]"
310,"[0.0969717875123024, 0.5711567997932434, 0.10008325427770615, -0.3207046687602997, -0.18015804886817932, -0.1473909169435501, 0.13045233488082886, -0.9699108004570007, 0.04577666521072388, -0.6401728391647339]"
320,"[1.2028732299804688, 0.4178847372531891, -1.359437108039856, 0.6982641220092773, -0.34275129437446594, 1.6508724689483643, -1.462194561958313, -1.1358600854873657, 0.07780499011278152, 0.2740330696105957]"
330,"[0.21782490611076355, 0.7318071126937866, 0.4962412714958191, -0.6195891499519348, -0.207794189453125, -0.644675076007843, 0.02904558554291725, -0.5592463612556458, 0.06164773926138878, -0.18826785683631897]"
340,"[-0.18389368057250977, 0.8446332216262817, -0.6951192617416382, 0.02177411876618862, -0.8165098428726196, 0.8342984914779663, 0.0912412479519844, -0.77910315990448, 0.3759211599826813, 0.5264006853103638]"
350,"[0.19809342920780182, 0.4609715938568115, -0.21413569152355194, -0.39702776074409485, -0.9096746444702148, -0.35327789187431335, -0.4505196213722229, -0.3510560691356659, -0.1928413212299347, -0.08513125777244568]"
360,"[-0.04518222063779831, 0.14454354345798492, 0.4838974177837372, 0.0193772129714489, -0.9252068400382996, -0.5939431190490723, -0.6195018291473389, -0.6324040293693542, -0.27866077423095703, 0.3486139178276062]"
370,"[-0.00267373351380229, 0.7482625246047974, 0.7535435557365417, 0.11093518137931824, -0.7108961343765259, -0.7921707630157471, 0.2159072309732437, -0.27604007720947266, -0.14673984050750732, -0.3252614736557007]"
380,"[-0.22456181049346924, 0.6878465414047241, -0.018375929445028305, 0.08820272982120514, -0.4273560047149658, -0.5091580152511597, -0.34471508860588074, -0.49273473024368286, -0.6509534120559692, -0.13783957064151764]"
390,"[0.7323269248008728, 1.1792033910751343, 0.6882426142692566, -0.1458156853914261, -0.21419388055801392, -0.1630900502204895, 0.22184845805168152, -0.5959123373031616, 0.5632624626159668, -0.8832700848579407]"
410,"[0.5148361325263977, 0.7607018351554871, 0.7771288156509399, 0.23069451749324799, -0.12632259726524353, -0.2621138095855713, -0.18633724749088287, -0.7609041929244995, -0.4443730115890503, -0.3219323754310608]"
420,"[0.06835078448057175, 0.16108183562755585, -0.20571164786815643, 0.10293995589017868, -0.47053262591362, -0.6483431458473206, -0.052568186074495316, -0.9602386951446533, 0.030887866392731667, 0.02374264784157276]"
430,"[0.682992160320282, -0.3543567955493927, -0.6781105995178223, -0.6494045853614807, -0.6687217354774475, -1.201803207397461, -0.6977229118347168, -0.612419605255127, 0.08530668914318085, -0.029812153428792953]"
440,"[-0.1403634250164032, 0.8497582077980042, 0.03960815817117691, 0.2038821578025818, -0.47357648611068726, -0.2709943652153015, -0.7284822463989258, -0.4404628574848175, -0.26467880606651306, -0.05702110007405281]"
450,"[-0.06712132692337036, 0.4657438397407532, -0.5494283437728882, -0.34276118874549866, -0.6007770895957947, -0.4052029550075531, -0.23735634982585907, -0.6774923801422119, -0.1121571734547615, 0.13578945398330688]"
460,"[0.05774687975645065, -0.07943328469991684, 0.3564612567424774, -0.4008263051509857, -0.7770401239395142, -0.7861486673355103, -0.9140334725379944, -0.9309448003768921, -0.2501024901866913, 1.2516553401947021]"
470,"[0.08330343663692474, 0.17912448942661285, 0.500334620475769, -0.3755204677581787, -0.8193967938423157, -0.7575653195381165, 0.04442532733082771, -0.2892976999282837, 0.505387008190155, -0.6998236179351807]"
480,"[-0.34395959973335266, 0.75957852602005, -0.26285576820373535, -0.028257250785827637, -0.40491265058517456, -0.3378783166408539, -0.28557682037353516, -0.33534669876098633, -0.8003542423248291, -0.2944505512714386]"
490,"[0.2700512707233429, 0.6146944761276245, -0.4276469349861145, -0.06977427750825882, -0.9351586103439331, -0.6326836943626404, -0.27829617261886597, 0.00732065225020051, 0.2176997810602188, -0.14092542231082916]"
500,"[-0.19784921407699585, 0.5191283226013184, -0.21041780710220337, -0.3344499468803406, -0.5585977435112, -0.2800233066082001, -0.7630504369735718, -0.5798381567001343, -0.14963066577911377, -0.14274515211582184]"
510,"[0.8416991829872131, -0.04626430198550224, -0.5647411942481995, -0.5044418573379517, -0.6714553833007812, 0.2036486715078354, -0.31216785311698914, -1.218359351158142, -0.2786482870578766, -0.0027016750536859035]"
520,"[-0.005582031328231096, 0.41536596417427063, -0.1506081074476242, 0.7709543704986572, -0.3575117588043213, -0.6758706569671631, 0.16751636564731598, -1.0778659582138062, 0.6837502121925354, -0.45478516817092896]"
530,"[0.003920530900359154, 0.8974741101264954, -0.07708020508289337, -0.02148849330842495, -0.47380200028419495, -0.0994025319814682, -0.42873263359069824, -0.26465266942977905, -0.2714120149612427, -0.28524884581565857]"
540,"[0.4320237636566162, 0.17001134157180786, -0.6665982007980347, -0.889146625995636, -0.5432319641113281, -0.21402524411678314, 0.001779734855517745, -0.6339311003684998, 0.15893079340457916, 0.0608113594353199]"
550,"[0.2486153244972229, 0.7430716156959534, -0.21924366056919098, -1.1394528150558472, -0.08703988790512085, -0.3814166486263275, -0.28326719999313354, -0.589114785194397, 0.32458075881004333, -0.13220372796058655]"
560,"[-0.06503335386514664, 1.2123085260391235, -0.2656587064266205, -0.9753152132034302, -0.98448246717453, -0.08222438395023346, -0.1853746771812439, 0.7222161889076233, -0.21346749365329742, 0.5124265551567078]"
570,"[0.6253402829170227, 0.8398756980895996, -0.1997070163488388, -0.6974527835845947, -0.36605778336524963, 0.6161857843399048, -0.9746695756912231, -0.6624267101287842, 0.1844291388988495, 0.10928778350353241]"
580,"[0.038729213178157806, 0.9039353728294373, 0.8320829272270203, 0.48420852422714233, -0.3275264799594879, 0.22848477959632874, 0.14456701278686523, -1.4506233930587769, -0.10307029634714127, 0.2322975993156433]"
590,"[-0.26412150263786316, 0.8905878067016602, -0.6328338980674744, -0.48881766200065613, -0.5211786031723022, 0.09275920689105988, -0.5441961884498596, -0.3440590500831604, -0.2931433618068695, 0.20586764812469482]"
600,"[0.5089419484138489, 0.3684574067592621, -0.5876056551933289, 0.5374216437339783, 0.526695966720581, 0.7262492179870605, 0.22150860726833344, -2.1466827392578125, -1.1303660869598389, -0.12626920640468597]"
610,"[0.45271676778793335, 0.6357318162918091, -0.9013568758964539, 0.12159022688865662, -0.14126858115196228, -0.16127419471740723, 0.14286305010318756, -0.6775240302085876, -0.1884220540523529, -0.4249459505081177]"
630,"[2.2907049655914307, -0.010085579007863998, -0.6761748790740967, 0.5184955596923828, -0.6428833603858948, -0.6465234160423279, -0.9017752408981323, -0.38015851378440857, -0.497117817401886, 1.5008772611618042]"
640,"[0.7904566526412964, 0.33210626244544983, -0.5624088048934937, -0.47975966334342957, -0.656223475933075, 0.08270919322967529, 0.35474008321762085, -0.7659757137298584, 0.13452553749084473, -0.3161744475364685]"
650,"[0.5182241201400757, 0.6002834439277649, -0.5789265632629395, -0.26794809103012085, -0.06573104113340378, 0.022537576034665108, -0.8880728483200073, -1.1973402500152588, 0.0432969406247139, 0.5596230030059814]"
660,"[-0.38869529962539673, 0.22379611432552338, -0.0992928296327591, 0.11658472567796707, -0.12312915176153183, -0.2044326812028885, 0.041078660637140274, -0.2769698202610016, -0.19757430255413055, 0.031659919768571854]"
670,"[0.6426224112510681, 1.0885905027389526, 0.2536482512950897, 1.4603266716003418, -0.9530656337738037, -0.1916808933019638, -1.0461317300796509, 0.3457567095756531, 0.1994887888431549, 0.27341556549072266]"
680,"[1.352120041847229, 1.162293791770935, 0.14881707727909088, 0.46169981360435486, -0.27924028038978577, -0.46284177899360657, 0.40374910831451416, 0.21872948110103607, 0.23543915152549744, -0.18316371738910675]"
690,"[0.18477864563465118, 0.7005991339683533, -0.24103528261184692, 0.07370072603225708, -0.4606892764568329, -0.3032936155796051, -0.06618253141641617, 0.19970393180847168, -0.470328152179718, 0.061042625457048416]"
700,"[0.21681080758571625, 1.0429168939590454, 0.48860618472099304, -0.40032997727394104, 0.1071607768535614, -0.8070816397666931, -0.7331382036209106, -0.3874411880970001, 0.090703085064888, -0.13967455923557281]"
710,"[0.8637175559997559, 0.34527674317359924, 0.7714887857437134, -0.31011855602264404, -0.6319680213928223, -1.0529948472976685, 0.0950118824839592, -0.7759605646133423, -0.48897436261177063, 0.6102073192596436]"
720,"[0.26610106229782104, 1.2854422330856323, -0.008179725147783756, 0.6873006224632263, -0.1614496260881424, 0.165406733751297, -0.732143223285675, -0.4479808211326599, 0.0032214480452239513, -0.25002798438072205]"
730,"[0.10990606248378754, 0.18448761105537415, -0.04631555825471878, 0.05901153385639191, -0.07582639157772064, -0.03828001022338867, 0.019472761079669, 0.016552863642573357, -0.10444789379835129, -0.0652066320180893]"
750,"[0.5935993194580078, 1.3709527254104614, -0.04268983379006386, 0.5452480316162109, -0.6115685105323792, 0.11571578681468964, -0.1342775821685791, -0.03479122370481491, -0.25212737917900085, 0.02685709297657013]"
760,"[0.1041666641831398, 1.042342185974121, -0.5434413552284241, 0.08145524561405182, -1.41621732711792, 0.02429715171456337, 1.0655733346939087, -0.13725310564041138, 0.580543577671051, 0.5834019780158997]"
780,"[-0.5968357920646667, 0.501107931137085, -0.24196608364582062, 0.21537242829799652, -0.6515929698944092, -0.5859076976776123, -0.12096823751926422, -0.652732789516449, -0.2750323414802551, -0.2155347764492035]"
790,"[-0.10722966492176056, 0.4521448016166687, -0.3013462722301483, 0.1044747531414032, -0.4050021171569824, -0.24125409126281738, -0.1077452152967453, -0.43854713439941406, 0.011764642782509327, -0.10937153548002243]"
800,"[0.48023274540901184, 1.267860770225525, 0.19088655710220337, 0.38038432598114014, -0.5638276934623718, 0.048404041677713394, -0.45334261655807495, -0.1714518666267395, -0.18675127625465393, 0.44592663645744324]"
810,"[0.12399771809577942, 0.028204521164298058, 0.1749258190393448, 0.32375842332839966, -0.7068865895271301, 0.053862735629081726, 0.24781237542629242, -0.6431919932365417, -0.470724880695343, 0.15786325931549072]"
820,"[0.3603709042072296, 1.010501742362976, -0.30172261595726013, 0.3153011202812195, -0.5477861166000366, -0.40039685368537903, -1.3006160259246826, 1.242274522781372, -0.272300124168396, 0.7235850691795349]"
830,"[0.35504165291786194, 0.2176605612039566, 0.058510418981313705, 0.15716689825057983, -0.8262501358985901, -0.3154616057872772, -0.5601872801780701, -0.7639182209968567, 0.08714707940816879, -0.23847459256649017]"
840,"[0.03266560286283493, 0.24092301726341248, 0.5809091329574585, 0.19320671260356903, -0.6953569650650024, -0.6839213967323303, -0.5576431751251221, -0.7740366458892822, 0.4876088500022888, -0.2319280505180359]"
850,"[0.6164930462837219, 1.586246132850647, 0.3290520906448364, -1.2362275123596191, 0.4480375647544861, 0.38018977642059326, -0.042758163064718246, -0.5656919479370117, 0.3784468472003937, 0.1564895212650299]"
860,"[0.4589584171772003, 0.7001185417175293, -1.515878438949585, -0.38501328229904175, -1.2873932123184204, -1.0697304010391235, 1.1389329433441162, 0.28462547063827515, 0.5403921604156494, -0.42205336689949036]"
870,"[-0.015433664433658123, 0.22889921069145203, 0.6418170928955078, 0.8922751545906067, -1.5551520586013794, 0.30350902676582336, 0.5255528092384338, -0.8394704461097717, 0.21654227375984192, 0.08614028990268707]"
880,"[0.8998411297798157, 0.26021048426628113, -0.4950973689556122, -0.14681702852249146, -0.24258095026016235, -0.1292409747838974, 0.608461856842041, -0.9558985233306885, -0.42582234740257263, 0.2549538314342499]"
900,"[0.6010667085647583, 0.785015881061554, 0.20403744280338287, 0.28590336441993713, -0.7737301588058472, 0.4409046769142151, -0.7458314299583435, -0.3852895498275757, 0.027966566383838654, -0.5773339867591858]"
910,"[0.5655847191810608, 1.0283722877502441, -0.12580467760562897, 0.21489395201206207, -0.790063202381134, 0.15379102528095245, -0.6107017397880554, -0.0011388319544494152, -0.08553452044725418, -0.5420407056808472]"
920,"[0.3003178536891937, 0.5824799537658691, -0.17262142896652222, -0.2108888030052185, -1.2926677465438843, 0.4330301880836487, -0.5845917463302612, -0.1928565353155136, -0.28113821148872375, -0.6511828899383545]"
930,"[0.6202245354652405, 1.0154684782028198, -0.2683946490287781, 0.3585894703865051, -0.8302294611930847, -0.21090400218963623, -0.505591869354248, 0.24041372537612915, -0.10410843044519424, -0.5095423460006714]"
940,"[0.27848148345947266, 0.8722758293151855, 0.12669526040554047, 0.5830190181732178, -0.8781037330627441, 0.05462050437927246, -0.6128467321395874, 0.010402753949165344, -0.45242106914520264, -0.46535250544548035]"
950,"[0.5530315637588501, 0.9687132835388184, 0.005456027574837208, 0.657869815826416, -0.8261743783950806, -0.07084885239601135, -0.38106000423431396, -0.1531224548816681, -0.271728515625, -0.3586643934249878]"
960,"[0.438492089509964, 0.9903903603553772, 1.4435721635818481, 0.33487728238105774, -0.8826670050621033, -0.38241052627563477, -0.3641315698623657, 0.29034093022346497, -0.6000962257385254, -1.162725567817688]"
970,"[0.5241857767105103, 0.8029814958572388, -0.41512247920036316, 0.9943762421607971, -0.3466799557209015, -0.10124389082193375, -1.0290703773498535, 0.28612205386161804, -0.34040483832359314, -0.36638304591178894]"
980,"[-0.3523963987827301, 0.7079384922981262, -0.8746862411499023, 0.878767192363739, -1.534761905670166, 1.0515046119689941, 0.43149372935295105, 0.23542003333568573, -1.6198198795318604, 0.9105417132377625]"
990,"[0.2185397893190384, 0.07981792092323303, -0.5776411890983582, -0.41845405101776123, -0.5163227319717407, -0.28819727897644043, 0.3367886543273926, -0.8605390787124634, -0.5804802775382996, 0.3513481318950653]"
1000,"[0.6517582535743713, 0.6345839500427246, 0.13422708213329315, 0.336065411567688, -2.229213237762451, 1.1997143030166626, 0.12525911629199982, 0.4619140923023224, -0.09256611764431, -0.061634015291929245]"
1010,"[0.16924269497394562, 0.3967084288597107, -0.21802152693271637, 0.07039371877908707, -0.842677652835846, 0.1550523042678833, -0.20244063436985016, -0.49443402886390686, -0.2561200261116028, -0.8457251787185669]"
1020,"[-0.022837670519948006, 0.5657031536102295, 0.4710991084575653, 0.13172850012779236, -0.5395504832267761, -0.4699963927268982, -0.66226726770401, -0.6843481659889221, -0.2986845076084137, -0.0843052938580513]"
1030,"[0.1323363184928894, 0.40879708528518677, -0.09503211826086044, 0.03194815292954445, -0.6492789387702942, 0.5180231332778931, -0.21975748240947723, -0.9832308888435364, 0.16703596711158752, -0.8136747479438782]"
1040,"[0.531324028968811, 0.7684958577156067, 0.6342501640319824, -0.29793277382850647, -0.7371119856834412, 0.6342625617980957, -0.9517300128936768, 0.19353732466697693, -1.0128756761550903, 0.8672916293144226]"
1050,"[0.6780204176902771, 1.006592869758606, -0.409631609916687, 0.5786439776420593, -0.4795762896537781, -0.7423961758613586, 0.1119864359498024, -0.3853486180305481, 0.0051340884529054165, 0.3827860653400421]"
1060,"[-0.15203750133514404, 1.3057610988616943, -0.36058488488197327, -0.3471314311027527, -0.351778507232666, -0.20901894569396973, 0.08695201575756073, 0.04131792113184929, 0.08558578044176102, -0.09883058816194534]"
1070,"[0.24749721586704254, 0.8194456696510315, -0.10718762874603271, 0.08687975257635117, -0.29397061467170715, 0.152883380651474, -0.21317607164382935, -0.11621247231960297, -0.145491361618042, -0.04165361821651459]"
1080,"[0.4407302141189575, 1.2898062467575073, -0.07452558726072311, 0.3412489593029022, -0.36864838004112244, -0.276028037071228, 0.038816072046756744, -0.1294226348400116, 0.2793213725090027, -0.4434643089771271]"
1090,"[-0.00996607355773449, 1.1889017820358276, -0.48595938086509705, -0.2728021740913391, -0.5194917321205139, 0.17955026030540466, 0.09425264596939087, -0.21593551337718964, -0.28075072169303894, -0.01522110216319561]"
1100,"[-0.3390132784843445, 0.2182181477546692, -0.5999796986579895, -0.32394006848335266, -0.5613881945610046, -0.34355542063713074, 0.050758857280015945, -0.7926242351531982, -0.038886986672878265, -0.20143656432628632]"
1120,"[0.40499043464660645, 1.1796319484710693, 0.20997458696365356, -0.4003216028213501, -0.3167785108089447, -0.07090888172388077, 0.17430706322193146, -0.44000640511512756, -0.09040526300668716, -0.16534848511219025]"
1130,"[0.5929408669471741, 0.48421552777290344, -0.06438662856817245, -0.35946759581565857, -0.5901395678520203, 0.023288918659090996, 0.3533051311969757, -0.33366474509239197, -0.8433562517166138, -0.8463479280471802]"
1150,"[1.0721791982650757, 0.8997046947479248, 0.08364042639732361, 0.16668322682380676, -0.5422109365463257, 0.05534451827406883, -0.8766543865203857, -0.18958014249801636, -0.0999739021062851, 0.1885734349489212]"
1160,"[0.43018272519111633, 0.6823878288269043, -0.22906331717967987, -0.47863665223121643, -0.6496749520301819, 0.1215219795703888, -0.9070376753807068, 0.1383635699748993, 0.00381213310174644, -0.31588035821914673]"
1170,"[0.5283230543136597, 0.0881757065653801, -0.21969105303287506, 0.24421042203903198, -0.5397742390632629, 0.7644239664077759, -0.22043445706367493, -1.2279484272003174, -0.19258847832679749, -0.264034241437912]"
1180,"[0.019875770434737206, 1.1406182050704956, 1.0657479763031006, 0.7032384276390076, -0.8517148494720459, -0.49426501989364624, -0.5796501636505127, -0.6856335997581482, 0.9347051382064819, -0.40037044882774353]"
1190,"[0.8443357944488525, 0.9273518323898315, -0.2822189927101135, -0.39443427324295044, -0.7755295038223267, -0.34484773874282837, -0.29474347829818726, 0.3203558027744293, 0.604847252368927, -0.29183587431907654]"
1200,"[0.13106951117515564, 1.1372369527816772, -0.240605428814888, -0.018081653863191605, -0.07408177852630615, -0.1391724795103073, 0.05619601905345917, -0.16498206555843353, -0.9965055584907532, -0.5095923542976379]"
1210,"[-0.35785749554634094, 1.000205159187317, -0.6886329054832458, 0.44011664390563965, -0.02761264145374298, -0.28202855587005615, -0.40825241804122925, -0.30740639567375183, -0.3466323912143707, -0.38586047291755676]"
1220,"[0.161186084151268, 0.988925576210022, -0.45468300580978394, 0.5084178447723389, -0.4818497896194458, -0.317952424287796, 0.011798538267612457, -0.06525018811225891, -0.1306798756122589, -0.6780862212181091]"
1230,"[0.8008518218994141, 1.3874996900558472, 0.03861893713474274, -0.06050502508878708, -0.29483288526535034, -0.1766127049922943, -0.5929818153381348, 0.3852604031562805, -0.05179125815629959, -0.10572319477796555]"
1240,"[-0.020381508395075798, 1.0133594274520874, -0.276231050491333, -0.005093415267765522, -0.3071804940700531, -0.04626608267426491, -0.05141223222017288, -0.277608186006546, -1.0382076501846313, -0.37456566095352173]"
1250,"[0.14293232560157776, 1.1284887790679932, -0.379902720451355, 0.2173183411359787, -0.8572355508804321, 0.2065117210149765, -0.2673432230949402, 0.039064232259988785, -0.4144599437713623, -0.10405806452035904]"
1260,"[0.6970899105072021, 1.300621747970581, 0.13600881397724152, 0.5414555668830872, -1.0772267580032349, 0.1595117598772049, 0.22949834167957306, 0.18591609597206116, 0.26734599471092224, -0.14827370643615723]"
1270,"[-0.3061646819114685, 0.9475566148757935, -0.16013389825820923, -0.011320537887513638, -0.2214655578136444, -0.24116602540016174, -0.6228845119476318, -0.3526376485824585, -0.5061401724815369, -0.5242506265640259]"
1280,"[0.7055045366287231, 1.204736351966858, -0.03964734077453613, 0.05032871663570404, -0.4161263108253479, -0.07635773718357086, -0.6168882250785828, -0.17413632571697235, 0.02986731380224228, 0.19130824506282806]"
1290,"[0.3011919856071472, 0.5672653317451477, -0.503934383392334, 0.22903691232204437, -0.5183620452880859, -0.3403700888156891, -0.6187363862991333, -0.5548440217971802, 0.04019252955913544, -0.2619467079639435]"
1300,"[0.5878708958625793, 1.2703574895858765, -0.2915419042110443, -0.06898494809865952, -0.5404409766197205, 0.33626532554626465, -0.36711153388023376, -0.0576140470802784, 0.23777970671653748, -0.025764567777514458]"
1310,"[0.514875054359436, 1.340566635131836, 0.04445058852434158, -0.5595864653587341, 1.342092514038086, 0.2893555164337158, -0.8180277943611145, -1.87668776512146, -0.006684629246592522, 0.5628544092178345]"
1320,"[0.6096175312995911, 0.495766818523407, -0.2884214520454407, -0.0492832288146019, -0.6127451062202454, -0.32643723487854004, 0.27099552750587463, -0.56922447681427, -0.4917243719100952, 0.12970976531505585]"
1330,"[0.2983224391937256, 0.16503393650054932, -0.6799024939537048, -0.19127868115901947, -0.491081178188324, -0.22031967341899872, -0.2910747230052948, -0.5791186690330505, 0.5429423451423645, -1.5044537782669067]"
1340,"[0.8151296973228455, 0.8750998377799988, 0.40591782331466675, 0.21939267218112946, -0.8663265705108643, 0.30010855197906494, -0.1690300554037094, -0.043771322816610336, -0.4904857873916626, -0.9692128896713257]"
1350,"[0.6568341851234436, 0.7081648111343384, -0.6479832530021667, -0.6075630784034729, -0.16115345060825348, -0.00944555178284645, -0.03313524276018143, -0.265260249376297, -0.4876508116722107, -0.9524239897727966]"
1360,"[0.39527565240859985, 0.8539314270019531, -0.22535234689712524, 0.6066944003105164, -0.3637463450431824, -0.8055756092071533, 0.2569332718849182, -1.853156566619873, -0.36055463552474976, -0.14910390973091125]"
1370,"[-0.16619330644607544, 0.6414371132850647, -0.1086922287940979, -0.018331656232476234, -0.2960200905799866, -0.7281450629234314, -0.4063018262386322, -0.3496151566505432, -0.8295703530311584, 0.005979527719318867]"
1380,"[-0.05509176105260849, 0.5371099710464478, -0.2807281017303467, -0.600254237651825, -0.638814389705658, -0.27616676688194275, -0.9132682681083679, -0.18847529590129852, 0.22660265862941742, -1.0243123769760132]"
1390,"[0.30342897772789, 0.4660530090332031, -0.011428183875977993, 0.307687371969223, -0.6632532477378845, -0.6883310079574585, -0.2647249102592468, -0.5791324377059937, 0.31250932812690735, -0.46804264187812805]"
1410,"[0.4452163875102997, 0.3486925959587097, -0.12450789660215378, 0.08254413306713104, -0.7170175313949585, -0.1632724106311798, -0.5607078671455383, -1.061883807182312, 0.7163349390029907, 0.29560571908950806]"
